[l1 trace],0001,EL1_PHS_1
[l1 trace],0002,EL1_PHS_2
[l1 trace],0003,EL1_PHS_RTB
[l1 trace],0004,EL1_DRV_1
[l1 trace],0005,EL1_IRT_1
[l1 trace],0006,EL1_TX_1
[l1 trace],0007,EL1_MAIN
[l1 trace],0008,EDATA_PATH
[l1 trace],0009,EDATA_PATH_DETAIL
[l1 trace],0010,ERLCUL
[l1 trace],0011,ERLCUL_DETAIL
[l1 trace],0012,ERLCDL
[l1 trace],0013,ERLCDL_DETAIL
[l1 trace],0014,EMAC
[l1 trace],0015,EMAC_DETAIL
[l1 trace],0016,EPDCP
[l1 trace],0017,EPDCP_DETAIL
[l1 trace],0018,ROHC
[l1 trace],0019,ROHC_DETAIL
[l1 trace],0020,RAL
[l1 trace],0021,RAL_DETAIL
[l1 trace],0022,NAS_DATA_PATH
[l1 trace],0023,NAS_DATA_PATH_DETAIL
[l1 trace],0024,QMU_BM
[l1 trace],0025,EL1D_CM0
[l1 trace],0026,EL1D_CM1
[l1 trace],0027,EL1D_CMIF
[l1 trace],0028,EL1D_COMMON0
[l1 trace],0029,EL1D_COMMON1
[l1 trace],0030,EL1D_CS
[l1 trace],0031,EL1D_CSIF
[l1 trace],0032,EL1D_POS
[l1 trace],0033,EL1D_PS
[l1 trace],0034,EL1D_RF0
[l1 trace],0035,EL1D_RF1
[l1 trace],0036,EL1D_RX0
[l1 trace],0037,EL1D_RX1
[l1 trace],0038,EL1D_RX2
[l1 trace],0039,EL1D_TX0
[l1 trace],0040,EPHY_RF
[l1 trace],0041,L2_LTE_COPRO_DRV
[l1 trace],0042,MML1_RF
[l1 trace],0043,DCXO_DIV_1
[l1 trace],0044,MODEM_TOPSM_1
[l1 trace],0045,OSTD_1
[l1 trace],0046,SleepDrv_1
[l1 trace],0047,L1SM_1
[l1 trace],0048,UL1SM_1
[l1 trace],0049,EL1SM_1
[l1 trace],0050,PCORE_DCXO_DIV_1
[l1 trace],0051,PCORE_MD_TOPSM_1
[l1 trace],0052,PCORE_OSTD_1
[l1 trace],0053,PCORE_SleepDrv_1
[l1 trace],0054,L1C_GPRS3
[l1 trace],0055,L1_AFC
[l1 trace],0056,L1C_GSM
[l1 trace],0057,L1C_GPRS
[l1 trace],0058,L1I_GSM
[l1 trace],0059,L1I_GPRS
[l1 trace],0060,L1SC
[l1 trace],0061,CSD
[l1 trace],0062,L1D_PRI
[l1 trace],0063,L1D_SEC
[l1 trace],0064,L1D_EDGE
[l1 trace],0065,L1I_EGPRS
[l1 trace],0066,L1C_EGPRS
[l1 trace],0067,L1IAMR
[l1 trace],0068,L1TAMR
[l1 trace],0069,L1D_3RD
[l1 trace],0070,L1DM
[l1 trace],0071,L1DLP
[l1 trace],0072,L1DLP3
[l1 trace],0073,L1DLP5
[l1 trace],0074,L1DLP6
[l1 trace],0075,L1DLP7
[l1 trace],0076,L1DLP8
[l1 trace],0077,L1C_GSM2
[l1 trace],0078,L1C_GPRS2
[l1 trace],0079,UL1C_PRI1
[l1 trace],0080,UL1C_PRI2
[l1 trace],0081,UL1C_PRI3
[l1 trace],0082,UL1C_PRI4
[l1 trace],0083,UL1D_MLT_SET1
[l1 trace],0084,UL1D_MLT_SET2
[l1 trace],0085,UL1D_PRI
[l1 trace],0086,UL1D_SEC
[l1 trace],0087,UL1D_THIRD
[l1 trace],0088,UL1D_FOURTH
[l1 trace],0089,UL1D_FIFTH
[l1 trace],0090,UL1D_SIXTH
[l1 trace],0091,UL1D_SEVENTH
[l1 trace],0092,UL1TST_PRI1
[l1 trace],0093,UL1D_HSPA_PRI
[l1 trace],0094,UL1D_HSPA_SEC
[l1 trace],0095,UL1D_HSPA_THIRD
[l1 trace],0096,UL1D_PLUS_PRI
[l1 trace],0097,URLC
[l1 trace],0098,UMAC
[l1 trace],0099,HIF_DRV
[l1 trace],0100,HIF_MW
[l1 trace],0101,HIF_SRV
[l1 trace],0102,DHL_L1
[l1 trace],0103,DHL_L1_SLAVE
[l1 trace],0104,L1Audio
[l1 trace],0105,AST_L1_Trace_ISR_Context_Group1
[l1 trace],0106,AST_L1_Trace_ISR_Context_Group2
[l1 trace],0107,AST_L1_Trace_ISR_Context_Group3
[l1 trace],0108,AST_L1_Trace_ISR_Context_Group4
[l1 trace],0109,AST_L1_Trace_Task_Context_Group1
[l1 trace],0110,AST_L1_Trace_Task_Context_Group2
[l1 trace],0111,AST_L1_Trace_Task_Context_Group3
[l1 trace],0112,AST_L1_Trace_Task_Context_Group4[l1 trace],0113,EL1D_AGC0
[l1 trace],0114,EL1D_COSIM
[l1 trace],EL1D_TPC0
